iter	Passed	Remaining
363	838	1464
364	840	1462
365	842	1459
366	844	1456
367	847	1455
368	849	1453
369	851	1450
370	853	1447
371	855	1444
372	857	1442
373	859	1439
374	862	1437
375	864	1434
376	866	1431
377	868	1429
378	870	1426
379	873	1424
380	875	1422
381	877	1420
382	880	1418
383	882	1416
384	884	1413
385	886	1410
386	888	1407
387	890	1404
388	892	1401
389	895	1399
390	897	1397
391	899	1394
392	901	1391
393	903	1389
394	905	1386
395	907	1383
396	910	1382
397	912	1380
398	915	1378
399	917	1375
400	919	1373
401	921	1371
402	923	1368
403	926	1366
404	928	1364
405	930	1361
406	932	1358
407	934	1355
408	936	1352
409	937	1349
410	939	1347
411	942	1345
412	944	1343
413	946	1340
414	948	1337
415	950	1334
416	952	1331
417	954	1329
418	956	1326
419	959	1324
420	961	1321
421	963	1320
422	965	1317
423	967	1314
424	970	1313
425	973	1311
426	975	1308
427	977	1306
428	979	1303
429	981	1300
430	983	1298
431	985	1295
432	987	1292
433	989	1290
434	991	1287
435	993	1285
436	996	1283
437	998	1281
438	1000	1278
439	1002	1276
440	1004	1273
441	1006	1271
442	1009	1268
443	1011	1266
444	1013	1264
445	1015	1261
446	1018	1259
447	1020	1257
448	1022	1254
449	1025	1252
450	1027	1250
451	1029	1247
452	1031	1245
453	1033	1242
454	1035	1239
455	1036	1237
456	1039	1234
457	1041	1231
458	1042	1229
459	1044	1226
460	1046	1223
461	1048	1221
462	1050	1218
463	1052	1216
464	1055	1214
465	1057	1211
466	1059	1209
467	1061	1206
468	1063	1203
469	1065	1201
470	1067	1198
471	1069	1196
472	1071	1194
473	1073	1191
474	1075	1188
475	1077	1186
476	1079	1183
477	1081	1181
478	1083	1178
479	1086	1176
480	1088	1174
481	1090	1171
482	1092	1169
483	1094	1166
484	1096	1163
485	1097	1161
486	1099	1158
487	1102	1156
488	1104	1153
489	1106	1151
490	1108	1148
491	1110	1146
492	1112	1143
493	1114	1141
494	1116	1138
495	1119	1137
496	1121	1135
497	1123	1132
498	1125	1129
499	1127	1127
500	1129	1124
501	1131	1122
502	1133	1119
503	1135	1117
504	1137	1115
505	1140	1112
506	1142	1110
507	1144	1108
508	1146	1105
509	1148	1103
510	1150	1101
511	1153	1099
512	1155	1096
513	1157	1094
514	1159	1092
515	1161	1089
516	1164	1087
517	1166	1085
518	1169	1083
519	1171	1081
520	1183	1088
521	1186	1086
522	1188	1083
523	1190	1081
524	1192	1079
525	1195	1077
526	1197	1074
527	1199	1072
528	1201	1070
529	1203	1067
530	1205	1065
531	1207	1062
532	1209	1060
533	1211	1057
534	1213	1055
535	1215	1052
536	1217	1050
537	1219	1047
538	1221	1044
539	1223	1042
540	1225	1039
541	1228	1037
542	1230	1035
543	1232	1033
544	1235	1031
545	1237	1028
546	1239	1026
547	1241	1023
548	1243	1021
549	1245	1018
550	1247	1016
551	1250	1014
552	1251	1011
553	1253	1009
554	1255	1006
555	1257	1004
556	1259	1001
557	1262	1000
558	1264	997
559	1266	995
560	1268	992
561	1270	990
562	1272	987
563	1274	985
564	1277	983
565	1281	982
566	1285	981
567	1288	979
568	1291	978
569	1295	977
570	1300	977
571	1304	976
572	1307	974
573	1310	972
574	1313	971
575	1316	969
576	1320	967
577	1323	966
578	1326	964
579	1328	962
580	1331	960
581	1333	957
582	1336	955
583	1339	953
584	1343	952
585	1345	950
586	1348	948
587	1350	946
588	1352	943
589	1354	941
590	1357	939
591	1359	937
592	1361	934
593	1364	932
594	1366	930
595	1368	927
596	1370	925
597	1372	922
598	1374	920
599	1377	918
600	1379	915
601	1381	913
602	1383	910
603	1385	908
604	1387	906
605	1390	904
606	1392	901
607	1394	899
608	1396	896
609	1399	894
610	1401	891
611	1402	889
612	1404	886
613	1407	884
614	1409	882
615	1411	879
616	1413	877
617	1415	874
618	1417	872
619	1419	869
620	1421	867
621	1423	864
622	1425	862
623	1427	860
624	1429	857
625	1431	855
626	1433	852
627	1435	850
628	1438	848
629	1440	846
630	1442	843
631	1444	841
632	1447	839
633	1449	836
634	1451	834
635	1453	831
636	1455	829
637	1457	827
638	1459	824
639	1461	822
640	1463	819
641	1466	817
642	1468	815
643	1471	813
644	1473	810
645	1475	808
646	1477	805
647	1479	803
648	1481	801
649	1483	798
650	1485	796
651	1487	794
652	1489	791
653	1492	789
654	1494	787
655	1496	784
656	1498	782
657	1501	780
658	1503	778
659	1506	776
660	1508	773
661	1510	771
662	1512	768
663	1514	766
664	1517	764
665	1519	761
666	1521	759
667	1523	757
668	1525	754
669	1527	752
670	1529	750
671	1531	747
672	1534	745
673	1536	743
674	1538	740
675	1540	738
676	1543	736
677	1544	733
678	1546	731
679	1549	729
680	1551	726
681	1554	724
682	1556	722
683	1559	720
684	1561	718
685	1563	715
686	1566	713
687	1568	711
688	1570	709
689	1573	706
690	1575	704
691	1578	702
692	1581	700
693	1583	698
694	1586	696
695	1591	695
696	1593	692
697	1596	690
698	1598	688
699	1600	686
700	1603	683
701	1605	681
702	1607	679
703	1609	676
704	1612	674
705	1615	672
706	1617	670
707	1619	668
708	1622	665
709	1624	663
710	1626	661
711	1629	659
712	1631	656
713	1633	654
714	1636	652
715	1638	649
716	1639	647
717	1642	645
718	1644	642
719	1646	640
720	1648	637
721	1650	635
722	1652	633
723	1654	630
724	1656	628
725	1658	625
726	1660	623
727	1663	621
728	1665	619
729	1667	616
730	1669	614
731	1671	612
732	1674	609
733	1677	607
734	1679	605
735	1681	603
736	1684	600
737	1686	598
738	1688	596
739	1690	593
740	1693	591
741	1695	589
742	1697	587
743	1699	584
744	1701	582
745	1704	580
746	1706	577
747	1708	575
748	1710	573
749	1712	570
750	1714	568
751	1717	566
752	1719	563
753	1721	561
754	1724	559
755	1726	557
756	1728	554
757	1730	552
758	1733	550
759	1735	547
760	1737	545
761	1739	543
762	1741	540
763	1743	538
764	1745	536
765	1747	533
766	1749	531
767	1751	529
768	1753	526
769	1755	524
770	1757	522
771	1760	519
772	1762	517
773	1763	515
774	1765	512
775	1767	510
776	1769	507
777	1772	505
778	1774	503
779	1776	500
780	1777	498
781	1779	496
782	1781	493
783	1783	491
784	1785	489
785	1788	486
786	1790	484
787	1792	482
788	1794	479
789	1796	477
790	1798	475
791	1801	472
792	1803	470
793	1805	468
794	1808	466
795	1810	464
796	1813	461
797	1815	459
798	1817	457
799	1819	454
800	1821	452
801	1823	450
802	1826	447
803	1828	445
804	1830	443
805	1832	441
806	1834	438
807	1836	436
808	1838	434
809	1840	431
810	1843	429
811	1845	427
812	1847	425
813	1850	422
814	1852	420
815	1854	418
816	1856	415
817	1859	413
818	1861	411
819	1863	409
820	1865	406
821	1868	404
822	1870	402
823	1873	400
824	1875	397
825	1878	395
826	1880	393
827	1882	391
828	1885	388
829	1887	386
830	1890	384
831	1892	382
832	1894	379
833	1896	377
834	1899	375
835	1901	373
836	1903	370
837	1906	368
838	1908	366
839	1910	363
840	1912	361
841	1915	359
842	1917	357
843	1919	354
844	1922	352
845	1924	350
846	1926	347
847	1928	345
848	1930	343
849	1932	341
850	1935	338
851	1937	336
852	1939	334
853	1941	331
854	1943	329
855	1945	327
856	1947	324
857	1949	322
858	1951	320
859	1953	318
860	1955	315
861	1957	313
862	1960	311
863	1962	308
864	1964	306
865	1966	304
866	1968	302
867	1970	299
868	1972	297
869	1974	295
870	1976	292
871	1979	290
872	1981	288
873	1984	286
874	1986	283
875	1988	281
876	1990	279
877	1992	276
878	1994	274
879	1997	272
880	1999	270
881	2001	267
882	2003	265
883	2005	263
884	2007	260
885	2010	258
886	2012	256
887	2014	254
888	2017	251
889	2019	249
890	2021	247
891	2023	245
892	2025	242
893	2028	240
894	2030	238
895	2032	235
896	2034	233
897	2037	231
898	2039	229
899	2041	226
900	2043	224
901	2045	222
902	2047	219
903	2050	217
904	2052	215
905	2054	213
906	2056	210
907	2058	208
908	2060	206
909	2063	204
910	2065	201
911	2067	199
912	2069	197
913	2071	194
914	2073	192
915	2075	190
916	2078	188
917	2080	185
918	2083	183
919	2085	181
920	2088	179
921	2090	176
922	2092	174
923	2095	172
924	2097	170
925	2099	167
926	2101	165
927	2103	163
928	2105	160
929	2108	158
930	2110	156
931	2113	154
932	2115	151
933	2117	149
934	2119	147
935	2121	145
936	2124	142
937	2126	140
938	2128	138
939	2130	135
940	2132	133
941	2134	131
942	2136	129
943	2139	126
944	2141	124
945	2144	122
946	2146	120
947	2148	117
948	2150	115
949	2153	113
950	2155	111
951	2157	108
952	2160	106
953	2162	104
954	2164	101
955	2166	99
956	2168	97
957	2171	95
958	2173	92
959	2175	90
960	2177	88
961	2179	86
962	2181	83
963	2183	81
964	2185	79
965	2188	77
966	2190	74
967	2192	72
968	2194	70
969	2196	67
970	2198	65
971	2200	63
972	2202	61
973	2204	58
974	2207	56
975	2209	54
976	2211	52
977	2213	49
978	2215	47
979	2217	45
980	2219	42
981	2222	40
982	2224	38
983	2226	36
984	2228	33
985	2230	31
986	2232	29
987	2235	27
988	2237	24
989	2239	22
990	2241	20
991	2243	18
992	2245	15
993	2247	13
994	2249	11
995	2251	9
996	2253	6
997	2256	4
998	2258	2
999	2260	0
